id	word	other-1	other-2	other-3	pos	morphology	number	code	definitions
38744	vervex	vervec			N	3 1 M T		X X X D X	wether (castrated male sheep); stupid/sluggish person;
38745	vesan	vesan			ADJ	1 1 POS		X X X D X	mad, frenzied; wild;
38746	vesani	vesani			N	1 1 F T		X X X D X	madness, frenzy;
38747	vesaniens	vesanient			ADJ	3 1 POS		X X X D X	raging, frenzied;
38748	vesc	vesc			ADJ	1 1 POS		X X X D X	thin, attenuated;
38749	vesc	vesc	zzz	zzz	V	3 1 DEP		X X X D X	feed on, eat, enjoy (with ABL);
38750	vesic	vesic			N	1 1 F T		X X X D X	bladder; balloon;
38751	vesicui	vesicui			N	1 1 F T		X X X D X	small bladder-like formation;
38752	vesicul	vesicul			N	1 1 F T		X X X E C	little bladder;
38753	vesp	vesp			N	1 1 F T		X X X D X	wasp;
38754	Vespasian	Vespasian			N	2 1 M N		C L I B O	Vespasian; (Tiberius Flavius Vespasianus, Emperor, 69-79 AD);
38755	vesper	vesper			N	1 1 F T		X X X D X	evening, even-tide;
38756	vesper	vesper			N	2 3 M T		X X X D X	evening; evening star; west; [sub vesperum => towards evening];
38757	vesper	vesper			N	3 1 M T		X X X B X	evening; evening star; west;
38758	vesperasc	vesperasc	zzz	zzz	V	3 1 X		X X X D X	grow towards evening; grow dark;
38759	vesperasc	vesperasc	zzz	zzz	V	3 1 IMPERS		X X X D X	to become evening, grow towards evening; it is growing late;
38760	vesperi				ADV	POS		X X X D X	in the evening;
38761	vespertilio	vespertilion			N	3 1 M T		X A X E O	bat; (night flying mammal);
38762	vespertin	vespertin			ADJ	1 1 POS		X X X D X	evening;
38763	vespillo	vespillon			N	3 1 M P		X X X C O	undertaker who buries paupers; (disreputable trade); night thief/robber (Nel);
38764	Vest	Vest			N	1 1 F N		X E X D L	Vesta; (goddess of flocks/herds and of hearth/household); (child of Saturn+Ops);
38765	Vestal	Vestal			ADJ	3 2 POS		X E X E C	Vestal, of Vesta; (festival 9 June);
38766	Vestalis	Vestal			N	3 3 F P		X E X E C	Vestal, Vestal virgin, priestess of Vesta;
38767	vester	vestr			ADJ	1 2 POS		X X X B O	your (pl.), of/belonging to/associated with you;
38768	vesti	vest	vestiv	vestit	V	3 4 X		X X X B X	clothe;
38769	vestiari	vestiari			N	2 2 N T		F X X E K	cloakroom;
38770	vestiari	vestiari			N	2 4 M P		X X X D O	clothes dealer;
38771	vestiari	vestiari			N	2 4 M T		X X X E O	clothes-, concerned with/relating to clothes;
38772	vestiari	vestiari			N	2 4 N T		X X X C O	wardrobe, cupboard for storing clothes; money/kind fro a clothing allowance;
38773	vestibul	vestibul			N	2 2 N T		X X X D X	entrance, court;
38774	vestig	vestig	vestigav	vestigat	V	1 1 X		X X X D X	track down, search for; search out; try to find out by searching; investigate;
38775	vestigi	vestigi			N	2 4 N T		X X X B X	step, track; trace; footstep;
38776	vestiment	vestiment			N	2 2 N T		X X X B X	garment, robe; clothes;
38777	vestiplic	vestiplic			N	1 1 F P		X X X F S	clothes-folder; she who folds clothes;
38778	vestis	vest			N	3 3 F T		X X X A X	garment, clothing, blanket; clothes; robe;
38779	vestispic	vestispic			N	1 1 F P		X X X D S	wardrobe mistress/maid/woman, she who has care of clothing;
38780	vestit	vestit			N	4 1 M T		X X X D X	clothing;
38781	vet	vet	vetav	vetat	V	1 1 TRANS		D P X A O	forbid, prohibit; reject, veto; be an obstacle to; prevent;
38782	vet	vet	vetu	vetit	V	1 1 TRANS		X X X A O	forbid, prohibit; reject, veto; be an obstacle to; prevent;
38783	veter	veter			ADJ	1 2 POS		B X X D X	old; long established; veteran, bygone; chronic;
38784	veter	veter	veterav	veterat	V	1 1 TRANS		E X X F S	make old; age;
38785	veteran	veteran			ADJ	1 1 POS		X X X D X	old, veteran;
38786	veterasc	veterasc	zzz	zzz	V	3 1 INTRANS		X X X E O	become long-established; grow old (Cas);
38787	veterator	veterator			N	3 1 M P		X X X C O	old hand (often derogatory); experienced practitioner; experienced slave;
38788	veteratori	veteratori			ADJ	1 1 POS		X X X E O	adroit, wily, cunning, crafty; (acquired); bearing mark of practice/experience;
38789	veteratorie				ADV	POS		X X X E O	adroitly; in a practiced manner; cunningly, craftily (Cas);
38790	veteresc	veteresc	zzz	zzz	V	3 1 INTRANS		X X X F O	age;
38791	veterin	veterin			ADJ	1 1 POS		X A X E C	of draft, draft; [w/bestia => beast of burden];
38792	veterinari	veterinari			N	2 1 M P		G X X E K	veterinary;
38793	vetern	vetern			N	2 1 M T		X X X D X	morbid state of torpor;
38794	veternos	veternos			ADJ	1 1 POS		X X X E S	lethargic;
38795	vetul	vetul			ADJ	1 1 POS		X X X D X	elderly, aging;
38796	vetus	veter			N	3 1 M P		X X X D X	ancients (pl.), men of old, forefathers;
38797	vetus	veter			N	3 2 N T		X X X D X	old/ancient times (pl.), antiquity; earlier events; old traditions/ways;
38798	vetus	veter	veteri	veterri	ADJ	3 1 X		X X X A X	old, aged, ancient; former; veteran, experienced; long standing, chronic;
38799	vetust	vetust			ADJ	1 1 POS		X X X D X	ancient, old established; long-established;
38800	vetust	vetust	vetusti	vetustissi	ADJ	3 1 X		X X X D X	old, aged, ancient; former; veteran, experienced; long standing, chronic;
38801	vetustas	vetustat			N	3 1 F T		X X X B X	old age; antiquity; long duration;
38802	vetuste				ADV	POS		X X X D X	in accordance with primitive practice/long standing/ancient practice;
38803	vex	vex	vexav	vexat	V	1 1 X		X X X B X	shake, jolt, toss violently; annoy, trouble, harass, plague, disturb, vex;
38804	vexamen	vexamin			N	3 2 N T		X X X D X	shaking, jolting; shock; disturbance, upheaval;
38805	vexatio	vexation			N	3 1 F T		X X X D X	shaking, jolting; shock; disturbance, upheaval;
38806	vexill	vexill			N	2 2 N T		X X X D X	flag, banner;
38807	vexillari	vexillari			N	2 4 M P		X X X D X	standard-bearer; ensign; oldest class of veterans (under Empire);
38808	vexillari	vexillari			N	2 4 M P		X X X D X	|troops (pl.) serving for the time being in a special detachment;
38809	vexillatio	vexillation			N	3 1 F T		X W X D S	body of troops; division of cavalry;
38810	vexilli	vexilli			N	2 2 N T		X W X D X	cavalry standard; small banner;
38811	vexilliatio	vexilliation			N	3 1 F T		X X X D X	military detachment;
38812	vi	vi			N	1 1 F T		X X X A X	way, road, street; journey;
38813	vi	vi	zzz	viet	V	2 1 X		X X X D X	plait, weave; bend/twist into basketwork;
38814	viaeduct	viaeduct			N	4 1 M T		G X X E K	viaduct;
38815	viatic	viatic			N	2 2 N T		X X X D X	provision for a journey, traveling allowance; money saved by soldiers;
38816	viatic	viatic			ADJ	1 1 POS		X X X E C	relating to a journey;
38817	viator	viator			N	3 1 M P		X X X B X	traveler;
38818	viatori	viatori			ADJ	1 1 POS		X X X F S	traveling; of journey;
38819	vibr	vibr	vibrav	vibrat	V	1 1 X		X X X D X	brandish, wave, crimp, corrugate; rock; propel suddenly; flash; dart; glitter;
38820	vibramen	vibramin			N	3 2 N T		X X X F S	quivering;
38821	viburn	viburn			N	2 2 N T		X X X D X	guelder rose; wayfaring-tree;
38822	vic	vic			N	2 1 M W		X X X B X	village; hamlet; street, row of houses;
38823	vican	vican			N	2 1 M P		X X X E C	villagers (pl.);
38824	vican	vican			ADJ	1 1 POS		X X X E C	dwelling in a village;
38825	vicari	vicari			N	1 1 F T		F E B E M	vicarage, office of vicar; its income, payment due vicar; parish;
38826	vicari	vicari			N	2 1 M P		F E B E M	vicar; sheriff; city governor (Italian); subprior (Carthusian); rural dean;
38827	vicari	vicari			N	2 1 M T		F E X E M	vicarage, office of vicar; its income, payment due vicar; house of vicar;
38828	vicari	vicari			N	2 4 M P		X X X B O	substitute, deputy, one acting for another; successor; slave to do one's work;
38829	vicari	vicari			ADJ	1 1 POS		X X X D O	substitute; substituted; vicarious; supplying the place of someone/something;
38830	vicariat	vicariat			N	4 1 M T		G E X E K	curacy, office/position od curate;
38831	vicatim				ADV	POS		X X X D X	by (urban) districts, street by street; in or by villages;
38832	vicecomes	vicecomit			N	3 1 M P		F L X F J	sheriff;
38833	vicedomin	vicedomin			N	2 1 M P		F L X F M	deputy, vidame;
38834	vicen	vicen			ADJ	1 1 POS		X X X D X	twenty each (pl.);
38835	vicennal	vicennal			N	3 4 N T		E L X F S	20-year festival (pl.); celebration of 20 years of rule;
38836	vicensim				NUM	2 0 ORD	20	B X X E G	twentieth;
38837	vicensum				NUM	2 0 ORD	20	B X X E G	twentieth;
38838	vicepraeposit	vicepraeposit			N	2 1 M P		G G X E T	vice-provost; (Erasmus);
38839	vicesim	vicesim			N	1 1 F T		X X X D X	five-percent tax;
38840	vicesiman	vicesiman			N	2 1 M P		X W X E C	soldiers (pl.) of the twentieth legion;
38841	vicesimari	vicesimari			ADJ	1 1 POS		X X X E C	relating to the vicesimanus (soldier of 20th Legion);
38842	vici	vici			N	1 1 F T		X X X D X	vetch;
38843	vicies				ADV	POS		X X X D X	twenty times;
38844	vicin	vicin			N	2 1 M P		X X X D X	neighbor;
38845	vicin	vicin			N	2 2 N T		X X X D X	neighborhood, neighboring place, vicinity (of );
38846	vicin	vicin			ADJ	1 1 POS		X X X A X	nearby, neighboring;
38847	vicinal	vicinal			ADJ	3 2 POS		X X X D X	of or for the use of local inhabitants;
38848	vicini	vicini			N	1 1 F L		X X X D X	neighborhood, nearness;
38849	vicinitas	vicinitat			N	3 1 F W		X X X D X	neighborhood, proximity;
38850	vicis	vic			N	3 3 F T		X X X A X	turn, change, succession; exchange, interchange, repayment; plight, lot;
38851	vicissatim				ADV	POS		B X X F S	in turn, again; (pre-classical form of vicissim);
38852	vicissim				ADV	POS		X X X D X	in turn, again;
38853	vicissitudo	vicissitudin			N	3 1 F T		X X X D X	change, vicissitude;
38854	vict	vict			N	4 1 M T		X X X B X	living, way of life; that which sustains life; nourishment; provisions; diet;
38855	victim	victim			N	1 1 F P		X X X D X	victim; animal for sacrifice;
38856	victim	victim	victimav	victimat	V	1 1 TRANS		X E X F O	offer (victim/animal) for sacrifice;
38857	victimari	victimari			N	2 1 M P		X X X E C	attendant at a sacrifice;
38858	victor	victor			N	3 1 M P		X X X A X	conqueror; victor; [in apposition => victorious, conquering];
38859	victor	victor			ADJ	3 1 POS		X X X D X	triumphant;
38860	victori	victori			N	1 1 F T		X X X A X	victory;
38861	victoriat	victoriat			N	2 1 M P		X X X E C	silver coin stamped with a figure of Victory;
38862	victoriol	victoriol			N	1 1 F T		X X X E C	small statue of Victory;
38863	victorios	victorios			ADJ	1 1 POS		X X X E S	victorious;
38864	victrix	victric			N	3 1 F P		X X X B X	conqueror;
38865	victrix	victric			ADJ	3 1 POS		X W X B S	conquering;
38866	victual	victual			ADJ	3 2 POS		X X X E O	nutritional; of/associated with bodily sustenance;
38867	victuale	victual			N	3 4 N T		X X X E S	provisions (pl.), victuals, sustenance;
38868	victum	victum			N	1 1 F P		X X X F X	victim; animal for sacrifice; (also victima);
38869	vicul	vicul			N	2 1 M T		X X X D X	small village, hamlet;
38870	vid	vid	vid	vis	V	2 1 X		X X X A X	see, look at; consider; (PASS) seem, seem good, appear, be seen;
38871	videlicet				ADV	POS		X X X B X	one may see; clearly, evidently;
38872	vidu	vidu			ADJ	1 1 POS		X X X D X	widowed, deprived of (with gen.); bereft; unmarried;
38873	vidu	vidu	viduav	viduat	V	1 1 X		X X X D X	widow; bereave of a husband;
38874	viduat	viduat			ADJ	1 1 POS		X X X D X	devoid (of);
38875	viduitas	viduitat			N	3 1 F T		X X X D X	widowhood; bereavement;
38876	vidul	vidul			N	2 1 M T		X X X E S	travel-trunk, portmanteau, wallet; bag for carrying belongings; box/trunk (Cas);
38877	viet	viet			ADJ	1 1 POS		X X X D X	shriveled, wrinkled;
38878	vig	vig	zzz	zzz	V	2 1 X		X X X B X	be strong/vigorous; thrive, flourish, bloom/blossom; be active, be effective;
38879	vigens	vigent	vigenti	vigentissi	ADJ	3 1 X		F X X E L	vigorous, active;
38880	vigensim				NUM	2 0 ORD	20	B X X C G	twenty;
38881	vigensum				NUM	2 0 ORD	20	B X X B G	twenty;
38882	vigenter	vigentius	vigentissime		ADV	X		F X X E L	vigorously, actively;
38883	vigenti	vigenti			N	1 1 F T		F X X E L	vigor; authority;
38884	vigeri	vigeri			N	2 1 M P		F E X E M	vicarage; verger, provost (Nelson);
38885	vigesc	vigesc	vigu	zzz	V	3 1 X		X X X D X	acquire strength;
38886	vigies				ADV	POS		F X X F S	twenty times; (mis-reading of vicies);
38887	vigil	vigil			N	3 1 M P		X X X B O	sentry, guard; fireman, member of Roman fire/police brigade; watchman;
38888	vigil	vigil			ADJ	3 1 POS		X X X C O	awake, wakeful; watchful; alert, vigilant, paying attention;
38889	vigil	vigil	vigilav	vigilat	V	1 1 X		X X X A X	remain awake, be awake; watch; provide for, care for by watching, be vigilant;
38890	vigilabil	vigilabil			ADJ	3 2 POS		X X X F O	awake, wakeful; watchful; alert, vigilant, paying attention;
38891	vigilans	vigilant	vigilanti	vigilantissi	ADJ	3 1 X		X X X C O	watchful, vigilant, alert; wakeful, wide awake (of watchkeeper);
38892	vigilanter	vigilantius	vigilantissime		ADV	X		X X X D O	vigilantly, alertly;
38893	vigilanti	vigilanti			N	1 1 F T		X X X D X	vigilance, alertness; wakefulness, condition of not sleeping;
38894	vigilax	vigilac			ADJ	3 1 POS		X X X E X	watchful;
38895	vigili	vigili			N	1 1 F T		X X X B X	watch (fourth part of the night), vigil, wakefulness;
38896	viginti	vicesim	vicen	vic	NUM	2 0 X	20	X X X A X	twenty;
38897	vigintisexvir	vigintisexvir			N	2 3 M P		C L I E O	member of board of twenty six at Rome to fill boards of minor magistrates;
38898	vigintivir	vigintivir			N	2 3 M P		C L I E O	member of commission of twenty (by Caesar 59 BC)/(municipal administration);
38899	vigintivirat	vigintivirat			N	2 1 M P		C L I F O	rank/office of a member of commission of twenty (municipal administrators);
38900	vigor	vigor			N	3 1 M T		X X X B X	vigor, liveliness;
38901	vigor	vigor	vigorav	vigorat	V	1 1 X		E X X E S	animate; invigorate; gain strength;
38902	vigorat	vigorat			ADJ	1 1 POS		F X X E N	stout, hale, hearty;
38903	vigoratio	vigoration			N	3 1 M T		F E X E M	invigoration;
38904	vigoros	vigoros			ADJ	1 1 POS		F X X E M	vigorous, strong;
38905	vil	vil			ADJ	3 2 POS		X X X A X	cheap, common, mean, worthless;
38906	vilesc	vilesc	vilu	zzz	V	3 1 INTRANS		D X X C S	become worthless/bad/vile;
38907	vilic	vilic			N	1 1 F T		X X X D X	wife of a farm overseer;
38908	vilic	vilic			N	2 1 M P		X X X D X	farm overseer (slave/free), estate manager; grade of imperial/public servant;
38909	vilic	vilic	vilicav	vilicat	V	1 1 X		X A X C O	perform duties of farm overseer; act as overseer of estate/public property;
38910	vilicatio	vilication			N	3 1 M P		X A X E O	function of a farm overseer (slave/free) or estate manager;
38911	vilipend	vilipend	zzz	zzz	V	3 1 X		X X X D X	despise, slight;
38912	vilipensio	vilipension			N	3 1 F T		F X X E M	disparagement; contempt;
38913	vilitas	vilitat			N	3 1 F T		X X X D X	cheapness; worthlessness;
38914	vill	vill			N	1 1 F W		X X X B O	farm/country home/estate; large country residence/seat, villa; village (L+S);
38915	vill	vill			N	2 1 M T		X X X D X	shaggy hair, tuft of hair;
38916	villan	villan			N	1 1 F T		F L X F J	female villein, female feudal tenant;
38917	villan	villan			N	2 1 M P		F L X E J	villein; feudal tenant;
38918	villat	villat			N	1 1 F T		F L X F J	vill, feudal unit of contiguous houses/buildings; township, parish, tithing;
38919	villatic	villatic			ADJ	1 1 POS		X X X E S	villa-;
38920	villenagi	villenagi			N	2 2 N T		F L X F J	villeinage; tenure of a villein/serf/peasant;
38921	villic	villic			N	1 1 F T		X X X D X	wife of a farm overseer;
38922	villic	villic			N	2 1 M P		X X X D X	farm overseer (slave/free), estate manager; grade of imperial/public servant;
38923	villic	villic	villicav	villicat	V	1 1 X		X A X C O	perform duties of farm overseer; act as overseer of estate/public property;
38924	villicatio	villication			N	3 1 M P		X A X E O	function of a farm overseer (slave/free) or estate manager;
38925	villos	villos			ADJ	1 1 POS		X X X D X	shaggy;
38926	villul	villul			N	1 1 F T		X X X D X	small farmstead or country house;
38927	vimen	vimin			N	3 2 N T		X X X D X	twig, shoot;
38928	vimine	vimine			ADJ	1 1 POS		X X X D X	of wickerwork;
38929	vin	vin			N	2 2 N T		X X X A X	wine;
38930	vinace	vinace			ADJ	1 1 POS		X X X E C	of/belonging to wine or a grape;
38931	Vinal	Vinal			N	3 4 N T		X X X D X	wine-festivals (pl.) (on 22 April and 19-20 of August);
38932	vinari	vinari			N	2 4 M P		X X X D X	vintner, wine merchant;
38933	vinari	vinari			N	2 4 N T		X X X D X	wine flask/jar;
38934	vinc	vinc	vic	vict	V	3 1 X		X X X A X	conquer, defeat, excel; outlast; succeed;
38935	Vincenti	Vincenti			N	2 5 M N		D E X F F	Vincent; (Bishop of Cartenna, friend of St. Augustine of Hippo);
38936	vinci	vinc	vinx	vinct	V	3 4 X		X X X B X	bind, fetter; restrain;
38937	vincl	vincl			N	2 2 N T		X X X A X	chain, bond, fetter; imprisonment (pl.);
38938	vincul	vincul			N	2 2 N T		X X X A X	chain, bond, fetter; imprisonment (pl.);
38939	vindemi	vindemi			N	1 1 F T		X X X D X	grape-gathering; produce of a vineyard in any given year;
38940	vindemi	vindemi	vindemiav	vindemiat	V	1 1 X		X A X D O	gather/harvest grapes (for wine); gather grapes with which to make (wine);
38941	vindemiator	vindemiator			N	3 1 M P		X A X C O	grape-picker;
38942	vindemiatori	vindemiatori			ADJ	1 1 POS		X A X C O	used by a grape-picker (vindemiator);
38943	vindemiol	vindemiol			N	1 1 F T		X X X E C	little vintage; a perquisite;
38944	vindex	vindic			N	3 1 M P		X X X D X	defender, protector;
38945	vindic	vindic	vindicav	vindicat	V	1 1 X		X X X B X	claim, vindicate; punish, avenge;
38946	vindicatio	vindication			N	3 1 F T		X L X C O	suing for possession; championing (cause); avenging (wrong); punishment;
38947	vindici	vindici			N	1 1 F T		X X X D X	interim possession (pl.) (of disputed property);
38948	vindict	vindict			N	1 1 F T		X X X D X	ceremonial act claiming as free one contending wrongly enslaved; vengeance;
38949	vine	vine			N	1 1 F T		X X X C O	vines in a vineyard/arranged in rows; vine; (movable) bower-like shelter;
38950	vine	vine			ADJ	1 1 POS		D X X F S	made of/belonging to wine, wine-;
38951	vinet	vinet			N	2 2 N T		X X X D X	vineyard;
38952	vini	vini			N	1 1 F T		X X X C O	vines in a vineyard/arranged in rows; vine; (movable) bower-like shelter;
38953	vinitor	vinitor			N	3 1 M P		X X X D X	vineyard worker;
38954	vinolent	vinolent			ADJ	1 1 POS		X X X E C	mixed with wine; drunk, intoxicated;
38955	vinolenti	vinolenti			N	1 1 F T		X X X E C	wine-drinking, intoxication;
38956	vinos	vinos			ADJ	1 1 POS		X X X C O	drunk w/over fond of wine; tasting/smelling of wine; vinous; dreg-colored;
38957	vinulent	vinulent			ADJ	1 1 POS		X X X E S	full of wine; drunk; (vinolentus);
38958	viocur	viocur			N	2 1 M P		X X X D X	one who has charge of roads;
38959	viol	viol			N	1 1 F T		X X X B X	violet; several spring flowers, pansy; violet color;
38960	viol	viol			N	1 1 F T		G D X E K	|viola (Cal);
38961	viol	viol	violav	violat	V	1 1 X		X X X B X	violate, dishonor; outrage;
38962	violabil	violabil			ADJ	3 2 POS		X X X D X	that may be violated or suffer outrage;
38963	violace	violace			ADJ	1 1 POS		X X X D X	violet-colored;
38964	violaci	violaci			N	2 2 N T		X A X F S	violet wine;
38965	violari	violari			N	2 4 N T		X X X D X	bed of violets;
38966	violatio	violation			N	3 1 F T		X X X D X	profanation, violation;
38967	violator	violator			N	3 1 M P		X X X D X	profaner, violator;
38968	violens	violent			ADJ	3 1 POS		X X X B X	violent;
38969	violent	violent			ADJ	1 1 POS		X X X D X	violent, vehement, impetuous, boisterous;
38970	violenter	violentius	violentissime		ADV	X		X X X C O	violently, w/unreasonable/destructive force; w/violent (expression of) feelings;
38971	violenti	violenti			N	1 1 F T		X X X B X	violence, aggressiveness;
38972	violin	violin			N	1 1 F T		G D X E K	violin;
38973	violinist	violinist			N	1 1 M P		G D X E K	violinist;
38974	violoncell	violoncell			N	2 2 N T		G D X E K	cello;
38975	viper	viper			N	1 1 F T		X X X D X	viper, snake;
38976	vipere	vipere			ADJ	1 1 POS		X X X D X	of a viper/snake; of vipers;
38977	viperin	viperin			ADJ	1 1 POS		X X X D X	of a viper/snake; of vipers;
38978	vir	vir			N	2 1 N T		X X X A O	venom (sg.), poisonous secretion of snakes/creatures/plants; acrid element;
38979	vir	vir			N	2 2 N T		G B X E K	virus;
38980	vir	vir			N	2 3 M P		X X X A X	man; husband; hero; person of courage, honor, and nobility;
38981	vir	vir	viru	zzz	V	2 1 X		X X X B X	be green or verdant; be lively or vigorous; be full of youthful vigor;
38982	virago	viragin			N	3 1 F P		X X X D X	warlike/heroic woman;
38983	virdiari	virdiari			N	2 2 N T		X A X E S	tree-plantation; tree garden;
38984	virect	virect			N	2 2 N T		X X X D X	area of greenery;
38985	virens	virent			ADJ	3 1 POS		G A X E Q	green; (in reference to plants); (Dell);
38986	virens	virenti			N	3 4 N T		D A X F S	plants (pl.); herbage;
38987	viresc	viresc	zzz	zzz	V	3 1 X		X X X D X	turn green;
38988	virg	virg			N	1 1 F T		X X X B X	twig, sprout, stalk; switch, rod; staff, wand; stripe/streak; scepter (Plater);
38989	virgat	virgat			ADJ	1 1 POS		X X X D X	made of twigs striped;
38990	virge	virge			ADJ	1 1 POS		X X X D X	consisting of twigs or shoots;
38991	virget	virget			N	2 2 N T		X X X E C	osier-bed, thicket of rods/willows;
38992	virginal	virginal			N	3 4 N T		X X X E O	external female genitals; unknown sea creature resembling female genitals;
38993	virginal	virginal			ADJ	3 2 POS		X X X C O	maidenly; of/appropriate for girls of marriageable age; virginal;
38994	virginari	virginari			ADJ	1 1 POS		X X X F O	maidenly; of/concerned with girls of marriageable age;
38995	virgine	virgine			N	1 1 M P		X X X I O	husband of virgin bride; first husband of girl/virgin;
38996	virgine	virgine			N	1 1 F P		X X X I O	virgin bride/wife; one married when still single girl;
38997	virgine	virgine			ADJ	1 1 POS		X X X B O	virgin; of/appropriate for/haunted by marriageable age girls; unworked (land);
38998	virgine	virgine			ADJ	1 1 POS		X X X B O	|married (couple) when wife still girl; of constellation Virgo; of aqua Virgo;
38999	virgini	virgini			N	1 1 M P		X X X I O	husband of virgin bride; first husband of girl/virgin;
39000	virgini	virgini			N	1 1 F P		X X X I O	virgin bride/wife; one married when still single girl;
39001	virgini	virgini			ADJ	1 1 POS		X X X B O	virgin; of/appropriate for/haunted by marriageable age girls; unworked (land);
39002	virgini	virgini			ADJ	1 1 POS		X X X B O	|married (couple) when wife still girl; of constellation Virgo; of aqua Virgo;
39003	virginitas	virginitat			N	3 1 F T		X X X D X	maidenhood; virginity; being girl of marriageable age; being sworn to celibacy;
39004	virgo	virgin			N	3 1 F P		X X X A O	maiden, young woman, girl of marriageable age; virgin, woman sexually intact;
39005	virgul	virgul			N	1 1 F T		X X X C O	small rod/stick/staff; shoot, small twig; streak, mark; comma; line in diagram;
39006	virgult	virgult			N	2 2 N T		X X X D X	brushwood;
39007	virguncul	virguncul			N	1 1 F T		X X X E C	little girl;
39008	virid	virid			ADJ	3 2 POS		X X X B X	fresh, green; blooming,youthful;
39009	virid	virid	viridav	viridat	V	1 1 X		X X X D X	make green; be green;
39010	virid	virid	zzz	viridat	V	1 1 DEP		X X X F C	become green;
39011	viridari	viridari			N	2 2 N T		X A X E S	tree-plantation; tree garden;
39012	viridiari	viridiari			N	2 2 N T		X A X F S	tree-plantation; tree garden;
39013	viriditas	viriditat			N	3 1 F T		X X X C O	greenness; fresh green color of plants; green vegetation; youthful vigor;
39014	viril	viril			ADJ	3 2 POS		X X X D X	manly, virile; mature;
39015	viriliter	virilius	virilissime		ADV	X		X X X C O	with masculine/manly vigor; manfully/in a manly/virile way; powerfully (Souter);
39016	viripotens	viripotent			ADJ	3 1 POS		E X X F S	mighty, powerful;
39017	viritim				ADV	POS		X X X D X	man by man; individually;
39018	viritual	viritual			ADJ	3 2 POS		F X X D F	pertaining to/coming from the power/potentiality of a thing; virtuous;
39019	viror	viror			N	3 1 M T		X X X F O	verdure, fresh green quality (of vegetation);
39020	viros	viros			ADJ	1 1 POS		X X X D X	having unpleasantly strong taste or smell, rank;
39021	virtual	virtual			ADJ	3 2 POS		F X X D M	virtual;
39022	virtualis	virtual			N	3 3 F T		F X X E N	manliness, virtues;
39023	virtualitas	virtualitat			N	3 1 F T		F X X E M	virtuality;
39024	virtualiter				ADV	POS		F X X D M	virtually;
39025	virtualos	virtualos			ADJ	1 1 POS		F X X D M	virtual;
39026	virtuose				ADV	POS		F X X D M	virtuously, manfully;
39027	virtus	virtut			N	3 1 F T		X X X A X	strength/power; courage/bravery; worth/manliness/virtue/character/excellence;
39028	virtus	virtut			N	3 1 F T		E E X C R	|army; host; mighty works (pl.); class of Angels; [Dominus ~ => Lord of hosts];
39029	virulent	virulent			ADJ	1 1 POS		X X X E S	full-of-poison; virulent;
39030	vis	v			N	3 3 F T		X X X A X	strength (sg. only), force, power, might, violence;
39031	vis	vir			N	3 3 F T		X X X A X	strength (bodily) (pl.), force, power, might, violence; resources; large body;
39032	vis	vis			N	1 1 F T		G X X E K	visa;
39033	vis	vis			N	2 2 N T		X X X D X	vision; that which is seen, appearance, sight; visual/mental image;
39034	vis	vis			N	4 1 M T		X X X D X	look, sight, appearance; vision;
39035	vis	vis	vis	vis	V	3 1 X		X X X B X	visit, go to see; look at;
39036	visc	visc			N	2 1 M T		X X X D X	mistletoe; bird-lime (made from mistletoe berries);
39037	visc	visc			N	2 2 N T		X X X D X	mistletoe; bird-lime (made from mistletoe berries);
39038	visc	visc	viscav	viscat	V	1 1 TRANS		X X X D S	smear; glue; make sticky;
39039	viscat	viscat			ADJ	1 1 POS		X X X D X	smeared with birdlime;
39040	viscer	viscer			N	3 2 N T		X X X D X	entrails; innermost part of the body; heart; vitals;
39041	visceratio	visceration			N	3 1 F T		X X X D X	communal sacrificial feast at which the flesh of the victim was shared among;
39042	vischi	vischi			N	2 2 N T		G X X E K	whisky;
39043	viscus	viscer			N	3 2 N T		X B X B X	soft fleshy body parts (usu. pl.), internal organs; entrails, flesh; offspring;
39044	visibil	visibil			ADJ	3 2 POS		X X X E O	visible, capable of being seen; capable of seeing;
39045	visibiliter				ADV	POS		D X X F S	visibly;
39046	visific	visific			ADJ	1 1 POS		H D X E K	video; visual;
39047	visio	vision			N	3 1 F T		X X X D X	vision;
39048	visit	visit	visitav	visitat	V	1 1 X		X X X B X	visit, call upon; see frequently/habitually;
39049	visitatio	visitation			N	3 1 F T		X X X E O	action of visiting/seeing frequently; sight/appearance (L+S); punishment;
39050	visitatio	visitation			N	3 1 F T		E X X D P	|visit/visitation; (to sick/prisoners); visit of inspection/supervision;
39051	visitator	visitator			N	3 1 M P		X X X D X	visitor; frequent visitor;
39052	visitatori	visitatori			ADJ	1 1 POS		G X X E K	of visiting;
39053	visnet	visnet			N	2 2 N T		F L X F J	locality(?); [in proximo visneto => in vicinity];
39054	visocaset	visocaset			N	1 1 F T		G X X E K	video-cassette;
39055	vison	visont			N	3 1 M T		X X X D X	bison; wild ox;
39056	visori	visori			ADJ	1 1 POS		G X X E K	showing; indicating;
39057	vispellio	vispellion			N	3 1 M P		X X X E O	undertaker who buries paupers; (disreputable trade); night thief/robber (Nel);
39058	vispilio	vispilion			N	3 1 M P		X X X E N	undertaker who buries paupers; (disreputable trade); night thief/robber (Nel);
39059	vispillo	vispillon			N	3 1 M P		X X X C O	undertaker who buries paupers; (disreputable trade); night thief/robber (Nel);
39060	vit	vit			N	1 1 F T		X X X A X	life, career, livelihood; mode of life;
